FISHERIES_WATERBODY_ID,LAKE_NAME,ALT_LAKE_NAME,DOW_NBR_PRIMARY,DOW_SUB_BASIN_NBR_PRIMARY,FETCH_ORIENTATION_DEGREES,LAKE_AREA_DOW_ACRES,LAKE_AREA_GIS_ACRES,LAKE_AREA_MN_ACRES,LAKE_AREA_PLANIMETERED_ACRES,LAKE_CENTER_LAT_DD5,LAKE_CENTER_LONG_DD5,LAKE_CENTER_UTM_EASTING,LAKE_CENTER_UTM_NORTHING,LAKE_CLASS_ID_PRIMARY,LAKE_CLASS_ID_ALTERNATE,LARGE_LAKE_FLAG,LITTORAL_AREA_ACRES,MAX_DEPTH_FEET,MAX_FETCH_MILES,MEAN_DEPTH_FEET,PLS_SECTION_ID_LAKE_CENTER,SHORE_LENGTH_MILES,UTM_DATUM_ID,UTM_ZONE_ID,WATERSHED_MINOR_ID
1,Dragon,Duck,380552.0,0.0,90.0,85.0,79,79,79,47.6987,-91.50734,"611,992","5,283,892",12.0,,N,79.0,15.0,1.0,,"6,000,908",2.0,83.0,15.0,"72,038"
2,Acorn,,30258.0,0.0,315.0,144.0,154,154,125,46.74671,-95.75589,"289,499","5,180,706",28.0,,N,51.0,55.0,1.0,20.0,"13,804,029",3.0,83.0,15.0,"56,076"
4,Ellison,Eilertson,30484.0,0.0,90.0,79.0,83,83,52,46.77465,-96.02259,"269,248","5,184,559",36.0,,N,45.0,24.0,2.0,12.0,"13,804,217",3.0,83.0,15.0,"56,006"
5,Hayes,,680004.0,0.0,,187.0,182,182,180,48.62806,-95.53588,"313,150","5,389,214",34.0,,N,127.0,28.0,2.0,10.0,"16,003,834",6.0,83.0,15.0,"71,073"
6,Peary,,690833.0,0.0,90.0,130.0,116,116,112,48.52545,-92.77075,"516,927","5,374,730",12.0,,N,116.0,15.0,1.0,8.0,"7,001,928",3.0,83.0,15.0,"74,005"
7,Rat Root,,360006.0,0.0,22.0,555.0,734,734,"1,125",48.50282,-93.2793,"478,728","5,371,379",16.0,,N,734.0,8.0,,,"6,902,304",29.0,83.0,15.0,"74,035"
8,Shoepack,Boot Jack,690870.0,0.0,90.0,294.0,299,299,306,48.50322,-92.88221,"508,700","5,372,240",13.0,,N,252.0,24.0,2.0,,"7,002,034",7.0,83.0,15.0,"74,003"
10,Little Trout,Pocket,690682.0,0.0,315.0,250.0,272,272,239,48.39682,-92.52258,"535,339","5,360,516",5.0,,N,79.0,95.0,1.0,43.0,"6,801,704",5.0,83.0,15.0,"74,014"
11,Little Johnson,,690760.0,0.0,315.0,320.0,566,566,481,48.36541,-92.67348,"524,184","5,356,967",16.0,,N,471.0,28.0,2.0,,"6,801,820",11.0,83.0,15.0,"74,013"
14,Trygg,Twigg,690389.0,0.0,90.0,30.0,24,24,25,48.33524,-92.19339,"559,779","5,353,876",10.0,,N,8.0,35.0,1.0,,"6,801,536",2.0,83.0,15.0,"72,117"
15,Little Vermilion,,690608.0,0.0,315.0,540.0,"1,288",558,"1,331",48.27708,-92.4082,"543,909","5,347,266",7.0,,N,231.0,52.0,6.0,,"6,701,621",37.0,83.0,15.0,"72,119"
16,Ludlow Pit,,40649.0,0.0,,31.0,31,31,7,48.28385,-94.56029,"384,251","5,349,027",,,N,7.0,17.0,,,"15,603,136",2.0,83.0,15.0,"62,055"
19,Profit,,690360.0,0.0,,15.0,14,14,15,48.2625,-92.09967,"566,819","5,345,868",14.0,,N,14.0,12.0,,,"6,701,426",1.0,83.0,15.0,"72,117"
20,Seed,,380523.0,0.0,,23.0,56,7,,48.07255,-91.32341,"624,889","5,325,723",,,N,0.0,,,,"6,500,835",4.0,83.0,15.0,"72,123"
22,Chase,,690361.0,0.0,,17.0,16,16,17,48.25434,-92.09885,"566,890","5,344,962",,,N,16.0,15.0,,,"6,701,426",1.0,83.0,15.0,"72,114"
23,Section Twenty-Nine,,690606.0,0.0,,26.0,22,22,26,48.25598,-92.43228,"542,140","5,344,908",,,N,0.0,,,,"6,701,629",1.0,83.0,15.0,"72,119"
25,Rocky,,690342.0,0.0,,122.0,120,120,116,48.24541,-92.10253,"566,629","5,343,966",10.0,,N,42.0,40.0,1.0,,"6,701,435",3.0,83.0,15.0,"72,114"
27,Heritage,,690469.0,0.0,337.0,205.0,207,207,184,48.22788,-92.21492,"558,305","5,341,927",10.0,,N,92.0,43.0,2.0,,"6,601,501",6.0,83.0,15.0,"72,109"
28,Oyster,,690330.0,0.0,45.0,772.0,763,763,714,48.22431,-92.10611,"566,390","5,341,618",7.0,,N,234.0,130.0,2.0,,"6,601,410",9.0,83.0,15.0,"72,114"
30,Marabaeuf,Maraboeuf,160610.0,0.0,360.0,398.0,860,392,,48.18618,-90.83394,"661,675","5,337,952",3.0,6.0,N,,55.0,4.0,,"6,600,421",33.0,83.0,15.0,"72,126"
32,Little Hustler,Ruby,690332.0,0.0,,72.0,69,69,67,48.2294,-92.17337,"561,389","5,342,128",4.0,,N,29.0,70.0,,,"6,601,406",2.0,83.0,15.0,"72,113"
33,Lynx,,690383.0,0.0,,282.0,291,291,295,48.21808,-92.19332,"559,920","5,340,854",3.0,,N,15.0,85.0,1.0,,"6,601,512",5.0,83.0,15.0,"72,109"
34,Morris,,160609.0,0.0,360.0,69.0,61,61,62,48.20181,-90.86024,"658,989","5,340,945",8.0,,N,39.0,22.0,1.0,,"6,600,417",3.0,83.0,15.0,"72,126"
35,Emerald,,690335.0,0.0,,76.0,77,77,67,48.21454,-92.14862,"563,245","5,340,496",4.0,,N,23.0,34.0,1.0,,"6,601,408",2.0,83.0,15.0,"72,114"
36,Ash,,690864.0,0.0,45.0,678.0,690,690,669,48.2134,-92.93723,"504,663","5,340,021",5.0,,N,195.0,25.0,2.0,,"6,602,008",6.0,83.0,15.0,"74,024"
37,Dark,,690202.0,0.0,,38.0,34,34,38,48.21201,-91.96501,"576,888","5,340,382",17.0,,N,34.0,10.0,,,"6,601,311",1.0,83.0,15.0,"72,137"
38,Tenor,,160613.0,0.0,,21.0,21,21,20,48.19507,-90.87642,"657,807","5,340,163",14.0,,N,21.0,11.0,,,"6,600,417",1.0,83.0,15.0,"72,127"
39,Silver,,690809.0,0.0,45.0,126.0,129,129,113,48.21413,-92.73973,"519,335","5,340,133",10.0,,N,80.0,28.0,1.0,,"6,601,911",2.0,83.0,15.0,"73,006"
40,Reward,,160612.0,0.0,,21.0,19,19,21,48.19443,-90.85275,"659,568","5,340,140",14.0,,N,19.0,14.0,,,"6,600,416",1.0,83.0,15.0,"72,126"
41,Shell,,690461.0,0.0,90.0,525.0,493,493,484,48.20309,-92.21201,"558,549","5,339,174",16.0,,N,493.0,15.0,1.0,,"6,601,514",8.0,83.0,15.0,"72,109"
43,Little Shell,,690384.0,0.0,,90.0,91,91,,48.20922,-92.19702,"559,656","5,339,866",10.0,,N,0.0,,,,"6,601,512",2.0,83.0,15.0,"72,109"
44,Shadow,,160611.0,0.0,,14.0,13,13,14,48.19232,-90.84399,"660,226","5,339,923",,,N,,23.0,,,"6,600,421",1.0,83.0,15.0,"72,126"
45,Agawato,,690334.0,0.0,,39.0,38,38,39,48.20481,-92.17994,"560,930","5,339,390",10.0,,N,16.0,58.0,1.0,20.0,"6,601,418",2.0,83.0,15.0,"72,109"
47,Rush,,690203.0,0.0,,119.0,115,115,119,48.20361,-91.96451,"576,938","5,339,449",17.0,,N,115.0,10.0,5.0,,"6,601,314",3.0,83.0,15.0,"72,137"
48,Prayer,,160615.0,0.0,,43.0,42,42,43,48.18537,-90.85334,"659,553","5,339,132",,,N,,19.0,,,"6,600,421",2.0,83.0,15.0,"72,126"
49,Fox,,690204.0,0.0,,27.0,30,30,27,48.1995,-91.97426,"576,220","5,338,983",,,N,30.0,7.0,,,"6,601,315",1.0,83.0,15.0,"72,137"
50,Thumb,,690337.0,0.0,,10.0,9,9,52,48.20255,-92.18734,"560,383","5,339,133",,,N,9.0,55.0,1.0,,"6,601,418",0.0,83.0,15.0,"72,109"
51,Devils Elbow,,160616.0,0.0,45.0,48.0,91,54,89,48.1804,-90.81906,"662,116","5,338,651",8.0,3.0,N,28.0,50.0,1.0,,"6,600,422",6.0,83.0,15.0,"72,126"
52,Elephant,,690810.0,0.0,315.0,782.0,728,728,742,48.19342,-92.74478,"518,967","5,337,830",5.0,,N,331.0,30.0,2.0,,"6,601,923",9.0,83.0,15.0,"73,012"
53,Ottertrack,Cypress,380211.0,0.0,247.0,317.0,"1,134",340,"1,146",48.17074,-91.09589,"643,111","5,337,984",1.0,,N,251.0,116.0,2.0,,"6,600,627",39.0,83.0,15.0,"72,123"
54,Stuart,,690205.0,0.0,45.0,804.0,776,776,752,48.18821,-92.00847,"573,694","5,337,695",7.0,,N,236.0,40.0,2.0,,"6,601,321",11.0,83.0,15.0,"72,078"
55,Roy,,160797.0,0.0,,66.0,58,58,61,48.17695,-90.92561,"654,206","5,338,049",8.0,,N,,45.0,1.0,,"6,600,526",2.0,83.0,15.0,"72,127"
56,Gneiss,Genesis,160617.0,0.0,360.0,59.0,227,61,240,48.17596,-90.80655,"663,060","5,338,184",3.0,,N,79.0,70.0,1.0,27.0,"6,600,426",7.0,83.0,15.0,"72,126"
57,Unnamed,,160796.0,0.0,,14.0,5,5,14,48.18075,-90.93252,"653,682","5,338,457",,,N,,31.0,,,"6,600,523",0.0,83.0,15.0,"72,127"
58,Gulf,,160631.0,0.0,,35.0,33,33,31,48.17727,-90.9021,"655,953","5,338,132",14.0,,N,,16.0,,,"6,600,525",2.0,83.0,15.0,"72,007"
59,Ashdick,Caribou,380210.0,0.0,,122.0,109,109,100,48.1762,-91.05379,"644,680","5,337,716",6.0,,N,63.0,50.0,1.0,,"6,600,626",4.0,83.0,15.0,"72,123"
60,Zephyr,,160813.0,0.0,,155.0,140,140,122,48.17425,-91.03081,"646,394","5,337,542",6.0,,N,95.0,40.0,1.0,,"6,600,530",4.0,83.0,15.0,"72,127"
61,Ramshead,,690339.0,0.0,,542.0,553,553,480,48.17991,-92.11196,"566,013","5,336,678",16.0,,N,553.0,10.0,2.0,,"6,601,427",8.0,83.0,15.0,"72,107"
62,Ambush,,160618.0,0.0,270.0,31.0,31,31,31,48.17233,-90.86113,"659,014","5,337,667",14.0,,N,31.0,15.0,0.0,,"6,600,429",1.0,83.0,15.0,"72,126"
63,Ester,Gnig,380207.0,0.0,,458.0,374,374,388,48.16218,-91.07026,"643,495","5,336,126",3.0,,N,155.0,110.0,2.0,,"6,600,635",8.0,83.0,15.0,"72,123"
65,Gull,,160632.0,0.0,,174.0,168,168,183,48.16478,-90.89736,"656,343","5,336,753",6.0,,N,109.0,40.0,2.0,,"6,600,431",7.0,83.0,15.0,"72,007"
66,Grandpa,,160798.0,0.0,45.0,133.0,125,125,120,48.16408,-90.9305,"653,835","5,336,757",6.0,,N,58.0,55.0,1.0,,"6,600,526",5.0,83.0,15.0,"72,007"
68,Granite,,160580.0,0.0,,20.0,306,41,20,48.15467,-90.77918,"665,116","5,334,959",,,N,,45.0,1.0,,"6,600,436",11.0,83.0,15.0,"72,126"
69,Tepee,,160621.0,0.0,,96.0,89,89,96,48.15844,-90.81063,"662,812","5,336,229",9.0,,N,,22.0,1.0,,"6,600,435",3.0,83.0,15.0,"72,007"
70,Rabbit,,380214.0,0.0,,130.0,117,117,104,48.16116,-91.08705,"642,250","5,335,982",3.0,,N,20.0,105.0,1.0,,"6,600,634",3.0,83.0,15.0,"72,123"
71,Kabustasa,Rice,690679.0,0.0,67.0,126.0,115,115,114,48.17584,-92.521,"535,610","5,335,955",19.0,,N,115.0,7.0,1.0,,"6,601,728",2.0,83.0,15.0,"73,009"
73,Larry,Totem,160801.0,0.0,,12.0,7,7,10,48.15599,-90.93684,"653,434","5,335,696",18.0,,N,7.0,4.0,,,"6,600,535",1.0,83.0,15.0,"72,007"
74,Nawakwa,Crooked,380205.0,0.0,,103.0,93,93,88,48.15327,-91.04892,"645,107","5,335,177",15.0,,N,93.0,9.0,1.0,,"6,600,636",3.0,83.0,15.0,"72,123"
75,Nina Moose,,690340.0,0.0,,430.0,411,411,430,48.16273,-92.07975,"568,430","5,334,796",17.0,,N,411.0,6.0,2.0,,"6,601,436",5.0,83.0,15.0,"72,106"
76,Red Lake River Reservoir,,570051.0,0.0,,82.0,97,97,135,48.12156,-96.16467,"264,498","5,334,656",35.0,,N,75.0,18.0,3.0,,"15,404,334",7.0,83.0,15.0,"63,023"
77,Totem,,380216.0,0.0,,18.0,16,16,15,48.15671,-91.06652,"643,788","5,335,526",14.0,,N,15.0,19.0,,,"6,600,635",1.0,83.0,15.0,"72,123"
78,Lamb,,690341.0,0.0,,139.0,100,100,80,48.1649,-92.1071,"566,393","5,335,014",11.0,,N,,18.0,1.0,9.0,"6,601,427",2.0,83.0,15.0,"72,107"
79,Gijikiki,Cedar,380209.0,0.0,,124.0,113,113,103,48.1529,-91.11697,"640,047","5,335,010",4.0,,N,25.0,70.0,1.0,,"6,600,633",3.0,83.0,15.0,"72,123"
80,Clove,,160581.0,0.0,,132.0,160,127,172,48.13707,-90.79753,"663,747","5,333,691",,,N,,25.0,2.0,,"6,500,402",6.0,83.0,15.0,"72,126"
81,Little Knife,,380229.0,0.0,225.0,407.0,700,434,650,48.13575,-91.15711,"637,107","5,333,031",1.0,,N,91.0,184.0,3.0,,"6,500,606",15.0,83.0,15.0,"72,123"
82,Hanson,,380206.0,0.0,,300.0,289,289,284,48.14031,-91.08019,"642,817","5,333,678",3.0,,N,43.0,100.0,2.0,,"6,500,603",6.0,83.0,15.0,"72,123"
83,Faith,,380160.0,0.0,,32.0,27,27,25,48.14621,-91.03821,"645,923","5,334,412",14.0,,N,27.0,15.0,,,"6,500,601",1.0,83.0,15.0,"72,123"
84,Fish,Twin,380161.0,0.0,,112.0,97,97,92,48.14165,-91.04639,"645,328","5,333,890",11.0,,N,73.0,30.0,1.0,,"6,500,601",3.0,83.0,15.0,"72,123"
85,Link,,380163.0,0.0,,45.0,38,38,37,48.14472,-91.06493,"643,940","5,334,196",8.0,,N,17.0,34.0,1.0,,"6,500,602",2.0,83.0,15.0,"72,123"
86,Lake of the Clouds,,380169.0,0.0,,32.0,29,29,28,48.14249,-91.11222,"640,429","5,333,861",3.0,,N,14.0,110.0,1.0,,"6,500,604",1.0,83.0,15.0,"72,123"
87,Lunar,Moon,380168.0,0.0,,72.0,62,62,58,48.14164,-91.10513,"640,959","5,333,780",3.0,,N,25.0,60.0,1.0,,"6,500,604",2.0,83.0,15.0,"72,123"
88,Gift,,380162.0,0.0,,47.0,37,37,38,48.14217,-91.05863,"644,416","5,333,925",8.0,,N,29.0,35.0,,,"6,500,602",1.0,83.0,15.0,"72,123"
89,Larch,,160582.0,0.0,,142.0,132,132,131,48.13313,-90.81709,"662,412","5,333,402",12.0,,N,132.0,14.0,1.0,4.0,"6,500,410",3.0,83.0,15.0,"72,008"
90,Cherry,,380166.0,0.0,,178.0,153,153,147,48.13589,-91.1017,"641,230","5,333,147",3.0,,N,34.0,100.0,1.0,,"6,500,604",4.0,83.0,15.0,"72,123"
91,Dutton,,380171.0,0.0,,33.0,30,30,33,48.13917,-91.1381,"638,513","5,333,445",8.0,,N,,80.0,1.0,,"6,500,605",2.0,83.0,15.0,"72,123"
92,Bullfrog,,380165.0,0.0,,78.0,65,65,62,48.1377,-91.06655,"643,839","5,333,413",11.0,,N,43.0,26.0,1.0,,"6,500,602",2.0,83.0,15.0,"72,123"
93,Sinneeg,Thunder,690090.0,0.0,,169.0,160,160,157,48.13995,-91.85621,"585,370","5,332,113",10.0,,N,104.0,32.0,1.0,,"6,501,203",4.0,83.0,15.0,"72,070"
94,Midas,,380164.0,0.0,,20.0,17,17,20,48.13657,-91.05659,"644,583","5,333,306",,,N,,50.0,,,"6,500,602",1.0,83.0,15.0,"72,123"
95,Meditation,,160583.0,0.0,360.0,32.0,28,28,28,48.13227,-90.88024,"657,716","5,333,175",8.0,,N,12.0,31.0,0.0,15.0,"6,500,407",1.0,83.0,15.0,"72,007"
96,Jeanette,,690456.0,0.0,225.0,638.0,612,612,580,48.13898,-92.29141,"552,715","5,331,990",16.0,,N,612.0,15.0,2.0,,"6,501,505",9.0,83.0,15.0,"72,103"
97,Clam,,380175.0,0.0,,28.0,22,22,18,48.13322,-91.09234,"641,934","5,332,867",14.0,,N,22.0,10.0,,,"6,500,610",1.0,83.0,15.0,"72,123"
98,Topaz,Star,380172.0,0.0,,174.0,150,150,130,48.12904,-91.12456,"639,607","5,332,186",6.0,,N,29.0,73.0,1.0,,"6,500,608",5.0,83.0,15.0,"72,123"
99,Little North,,160329.0,0.0,,31.0,98,26,98,48.12188,-90.58194,"680,074","5,332,767",13.0,,N,84.0,23.0,1.0,10.0,"6,500,216",4.0,83.0,15.0,"72,125"
100,Bear Trap,,690089.0,0.0,,131.0,121,121,122,48.14048,-91.86945,"584,104","5,332,532",10.0,,N,34.0,38.0,1.0,,"6,501,204",3.0,83.0,15.0,"72,070"
101,Amoeber,Bearskin,380227.0,0.0,,451.0,410,410,386,48.12377,-91.14584,"637,978","5,331,720",3.0,,N,108.0,110.0,1.0,,"6,500,607",10.0,83.0,15.0,"72,123"
102,North,Little North,160331.0,0.0,,549.0,"2,349",545,"2,695",48.10967,-90.57243,"680,696","5,331,340",1.0,,N,485.0,125.0,7.0,,"6,500,215",26.0,83.0,15.0,"72,125"
105,Mountain,,160093.0,0.0,67.0,833.0,"1,993",847,"2,088",48.10479,-90.22382,"706,662","5,331,676",1.0,,N,497.0,210.0,7.0,,"6,510,220",36.0,83.0,15.0,"1,118"
106,Canoe,,380173.0,0.0,,22.0,19,19,18,48.12847,-91.09797,"641,527","5,332,329",9.0,,N,13.0,30.0,,,"6,500,609",1.0,83.0,15.0,"72,123"
107,Little Gunflint,,160330.0,0.0,,64.0,111,58,95,48.11575,-90.60004,"678,620","5,331,952",12.0,,N,94.0,16.0,2.0,,"6,500,216",7.0,83.0,15.0,"72,125"
108,Meander,,690329.0,0.0,,101.0,99,99,139,48.13619,-92.14508,"563,605","5,331,791",10.0,,N,40.0,25.0,1.0,,"6,501,409",2.0,83.0,15.0,"72,105"
109,Moose,,160043.0,0.0,292.0,452.0,"1,026",452,"1,005",48.09989,-90.08367,"717,115","5,331,517",,,N,146.0,113.0,4.0,52.0,"6,510,320",17.0,83.0,15.0,"1,118"
110,Pemmican,,160085.0,0.0,90.0,27.0,28,28,28,48.10405,-90.17251,"710,485","5,331,733",4.0,,N,5.0,51.0,1.0,,"6,510,222",1.0,83.0,15.0,"1,118"
111,East Kerfoot,Kerfoot,160586.0,0.0,,13.0,12,12,11,48.11739,-90.78176,"665,090","5,331,728",9.0,,N,8.0,26.0,,,"6,500,413",1.0,83.0,15.0,"72,126"
113,West Kerfoot,Kerfoot,160587.0,0.0,,26.0,23,23,24,48.11554,-90.79335,"664,234","5,331,497",14.0,,N,23.0,15.0,,,"6,500,413",1.0,83.0,15.0,"72,126"
114,Magnetic,,160463.0,0.0,,199.0,447,200,431,48.1064,-90.76965,"666,027","5,330,532",1.0,,N,95.0,90.0,1.0,,"6,500,318",10.0,83.0,15.0,"72,125"
115,Watap,,160138.0,0.0,,77.0,199,69,202,48.10132,-90.32481,"699,253","5,331,166",8.0,,N,,45.0,2.0,,"6,510,121",11.0,83.0,15.0,"1,119"
117,Bullet,,380815.0,0.0,,47.0,42,42,50,48.12758,-91.80104,"589,215","5,331,176",15.0,,N,42.0,10.0,1.0,,"6,501,107",2.0,83.0,15.0,"72,058"
119,Ogishkemuncie,,380180.0,0.0,225.0,893.0,762,762,701,48.09341,-91.06686,"643,940","5,328,490",3.0,,N,292.0,75.0,2.0,,"6,500,627",24.0,83.0,15.0,"72,007"
120,Rog,,160765.0,0.0,315.0,55.0,54,54,51,48.1152,-90.98344,"650,088","5,331,071",8.0,,N,21.0,40.0,1.0,21.0,"6,500,516",2.0,83.0,15.0,"72,007"
121,Gun,,690093.0,0.0,,358.0,341,341,337,48.11912,-91.8282,"587,373","5,329,722",7.0,,N,101.0,57.0,4.0,,"6,501,214",7.0,83.0,15.0,"72,058"
122,Kingfisher,,160812.0,0.0,,35.0,37,37,35,48.1165,-91.03075,"646,563","5,331,125",,,N,,42.0,,,"6,500,518",2.0,83.0,15.0,"72,007"
123,Jasper,,160768.0,0.0,,264.0,246,246,239,48.11208,-91.01681,"647,613","5,330,660",3.0,,N,86.0,125.0,1.0,31.0,"6,500,518",7.0,83.0,15.0,"72,007"
124,Gull,,690092.0,0.0,,196.0,171,171,169,48.12319,-91.85134,"585,480","5,330,631",12.0,,N,171.0,13.0,2.0,,"6,501,210",4.0,83.0,15.0,"72,058"
125,Nabek,,380182.0,0.0,,48.0,41,41,,48.11318,-91.07424,"643,335","5,330,674",,,N,,65.0,1.0,,"6,500,614",1.0,83.0,15.0,"72,123"
126,Tern,,160767.0,0.0,,31.0,29,29,31,48.11116,-90.99247,"649,428","5,330,604",,,N,,30.0,,,"6,500,517",1.0,83.0,15.0,"72,007"
127,Moosecamp,,380816.0,0.0,,187.0,171,171,190,48.12059,-91.79288,"589,835","5,330,408",12.0,,N,171.0,16.0,1.0,,"6,501,118",4.0,83.0,15.0,"72,058"
128,Jimmy,,160763.0,0.0,90.0,34.0,30,30,27,48.10995,-90.90758,"655,750","5,330,639",18.0,15.0,N,30.0,5.0,0.0,,"6,500,513",1.0,83.0,15.0,"72,007"
129,Tickle,,380009.0,0.0,,43.0,42,42,43,48.11102,-91.033,"646,411","5,330,511",,,N,,61.0,,,"6,500,613",2.0,83.0,15.0,"72,007"
130,Pauline,,690588.0,0.0,135.0,60.0,63,63,62,48.12456,-92.33082,"549,797","5,330,361",10.0,,N,25.0,25.0,1.0,,"6,501,612",2.0,83.0,15.0,"73,019"
131,Nigh,,690457.0,0.0,360.0,40.0,41,41,38,48.12292,-92.31852,"550,715","5,330,187",17.0,,N,41.0,12.0,1.0,,"6,501,507",2.0,83.0,15.0,"73,019"
132,North Fowl,,160036.0,0.0,,422.0,"1,040",388,"1,020",48.0766,-90.02341,"721,701","5,329,101",16.0,17.0,N,950.0,10.0,2.0,6.0,"6,510,326",16.0,83.0,15.0,"1,118"
133,Rat,,160229.0,0.0,,20.0,32,16,56,48.09841,-90.49813,"686,267","5,330,266",17.0,,N,32.0,5.0,1.0,,"6,500,119",2.0,83.0,15.0,"1,119"
134,South,,160244.0,0.0,,466.0,"1,145",664,"1,190",48.09484,-90.54737,"682,614","5,329,751",1.0,,N,167.0,140.0,4.0,,"6,500,223",15.0,83.0,15.0,"1,119"
135,Home,,690095.0,0.0,,85.0,87,87,85,48.11616,-91.87465,"583,757","5,329,824",,,N,,24.0,,,"6,501,216",2.0,83.0,15.0,"72,070"
136,West Pike,,160086.0,0.0,90.0,762.0,788,788,715,48.08586,-90.20129,"708,416","5,329,632",1.0,,N,224.0,120.0,4.0,,"6,510,228",10.0,83.0,15.0,"1,017"
137,Rove,,160137.0,0.0,,31.0,74,33,78,48.09418,-90.35829,"696,693","5,330,144",8.0,,N,52.0,30.0,1.0,,"6,510,120",5.0,83.0,15.0,"1,119"
139,Ray,,160769.0,0.0,90.0,66.0,60,60,66,48.10412,-91.00394,"648,594","5,329,800",,,N,,84.0,0.0,,"6,500,520",2.0,83.0,15.0,"72,007"
140,Swan,,690863.0,0.0,22.0,85.0,86,86,80,48.11856,-92.87242,"509,495","5,329,485",17.0,,N,86.0,11.0,1.0,7.0,"6,502,014",2.0,83.0,15.0,"73,033"
141,East Pike,,160042.0,0.0,270.0,563.0,554,554,496,48.07891,-90.10713,"715,456","5,329,120",3.0,,N,124.0,40.0,4.0,,"6,510,331",9.0,83.0,15.0,"1,017"
142,Paulson,J.A.P.(PWI),160626.0,0.0,315.0,146.0,121,121,146,48.09891,-90.9095,"655,640","5,329,408",3.0,,N,,60.0,1.0,,"6,500,524",4.0,83.0,15.0,"72,007"
143,Cook County,,380010.0,0.0,,49.0,45,45,43,48.1007,-91.03418,"646,352","5,329,362",,,N,,38.0,1.0,,"6,500,624",2.0,83.0,15.0,"72,007"
144,Duncan,,160232.0,0.0,,630.0,477,477,481,48.07822,-90.46162,"689,059","5,328,111",1.0,,N,148.0,130.0,2.0,47.0,"6,500,128",8.0,83.0,15.0,"1,042"
145,Astrid,,690589.0,0.0,22.0,114.0,120,120,109,48.11174,-92.33101,"549,795","5,328,936",10.0,,N,57.0,30.0,1.0,,"6,501,613",2.0,83.0,15.0,"73,019"
146,Partridge,,160233.0,0.0,45.0,133.0,118,118,109,48.08439,-90.48887,"687,007","5,328,730",3.0,,N,23.0,80.0,1.0,35.0,"6,500,130",3.0,83.0,15.0,"1,119"
147,Daniels,,160150.0,0.0,,529.0,509,509,489,48.08026,-90.40589,"694,014","5,328,469",1.0,,N,86.0,90.0,3.0,,"6,500,125",8.0,83.0,15.0,"1,041"
148,Angleworm,,690096.0,0.0,,148.0,144,144,144,48.09014,-91.88838,"582,513","5,325,845",12.0,,N,144.0,11.0,3.0,,"6,501,229",7.0,83.0,15.0,"72,070"
149,Paco,,380190.0,0.0,,19.0,16,16,19,48.09732,-91.03719,"646,138","5,328,980",,,N,16.0,5.0,,,"6,500,624",1.0,83.0,15.0,"72,007"
150,Maude,,690590.0,0.0,315.0,88.0,95,95,91,48.10857,-92.35305,"548,158","5,328,570",10.0,,N,66.0,26.0,1.0,,"6,501,614",3.0,83.0,15.0,"73,019"
151,Crellin,,690459.0,0.0,360.0,121.0,89,89,,48.10742,-92.31035,"551,338","5,328,469",10.0,,N,,25.0,1.0,,"6,501,518",3.0,83.0,15.0,"73,019"
152,Fairy,,690094.0,0.0,,101.0,109,109,151,48.10417,-91.83052,"587,061","5,328,540",16.0,,N,109.0,19.0,1.0,,"6,501,223",3.0,83.0,15.0,"72,058"
153,Spice,,380189.0,0.0,,26.0,25,25,24,48.0955,-91.08173,"642,827","5,328,694",9.0,,N,17.0,27.0,,,"6,500,622",1.0,83.0,15.0,"72,007"
154,Topper,South Round,160336.0,0.0,90.0,51.0,47,47,38,48.08575,-90.56939,"681,006","5,328,689",8.0,,N,28.0,28.0,0.0,,"6,500,227",1.0,83.0,15.0,"1,119"
155,Gogebic,Duck,160087.0,0.0,90.0,61.0,62,62,70,48.07816,-90.24372,"705,287","5,328,663",4.0,,N,,61.0,1.0,,"6,510,230",2.0,83.0,15.0,"1,017"
156,Eddy,,380187.0,0.0,,134.0,122,122,122,48.0943,-91.11862,"640,084","5,328,494",3.0,,N,45.0,95.0,1.0,,"6,500,620",5.0,83.0,15.0,"72,001"
157,Unnamed,Echo,160231.0,0.0,,10.0,8,8,8,48.08318,-90.41704,"692,361","5,328,773",14.0,,N,,18.0,,,"6,500,126",1.0,83.0,15.0,"1,041"
158,Skindance,,380191.0,0.0,,58.0,53,53,58,48.09363,-91.04683,"645,431","5,328,552",,,N,,52.0,,,"6,500,624",2.0,83.0,15.0,"72,007"
159,Dunn,,160245.0,0.0,90.0,108.0,101,101,90,48.08225,-90.51565,"685,020","5,328,427",8.0,,N,43.0,60.0,1.0,,"6,500,225",2.0,83.0,15.0,"1,119"
160,John,,160035.0,0.0,315.0,101.0,191,191,169,48.06915,-90.06016,"718,995","5,328,168",12.0,,N,168.0,20.0,1.0,,"6,510,333",4.0,83.0,15.0,"1,017"
161,Whisker,,160338.0,0.0,,30.0,18,18,24,48.08566,-90.60856,"678,090","5,328,588",18.0,,N,18.0,5.0,1.0,,"6,500,229",1.0,83.0,15.0,"72,125"
162,Sock,,160335.0,0.0,315.0,27.0,20,20,20,48.08343,-90.54261,"683,009","5,328,495",13.0,,N,16.0,23.0,0.0,,"6,500,226",1.0,83.0,15.0,"1,119"
163,Crab,,160357.0,0.0,270.0,91.0,78,78,79,48.0831,-90.63466,"676,155","5,328,243",8.0,,N,58.0,17.0,1.0,,"6,500,230",3.0,83.0,15.0,"72,125"
