FISHERIES_WATERBODY_ID,LAKE_NAME,ALT_LAKE_NAME,DOW_NBR_PRIMARY,DOW_SUB_BASIN_NBR_PRIMARY,FETCH_ORIENTATION_DEGREES,LAKE_AREA_DOW_ACRES,LAKE_AREA_GIS_ACRES,LAKE_AREA_MN_ACRES,LAKE_AREA_PLANIMETERED_ACRES,LAKE_CENTER_LAT_DD5,LAKE_CENTER_LONG_DD5,LAKE_CENTER_UTM_EASTING,LAKE_CENTER_UTM_NORTHING,LAKE_CLASS_ID_PRIMARY,LAKE_CLASS_ID_ALTERNATE,LARGE_LAKE_FLAG,LITTORAL_AREA_ACRES,MAX_DEPTH_FEET,MAX_FETCH_MILES,MEAN_DEPTH_FEET,PLS_SECTION_ID_LAKE_CENTER,SHORE_LENGTH_MILES,UTM_DATUM_ID,UTM_ZONE_ID,WATERSHED_MINOR_ID
"8,779",Unnamed,,290214.0,0.0,,14.0,11,11,,47.07384,-94.93471,"353,117","5,215,186",,,N,0.0,,,,"14,203,436",1.0,83.0,15.0,"12,008"
"8,780",Unnamed,,30715.0,0.0,,20.0,13,13,,47.06457,-95.37835,"319,406","5,215,085",,,N,0.0,,,,"14,203,733",1.0,83.0,15.0,"12,055"
"8,781",Camp,,110195.0,0.0,,58.0,58,58,,47.08175,-94.23518,"406,239","5,214,989",,,N,0.0,,,,"14,202,833",1.0,83.0,15.0,"8,069"
"8,782",Unnamed,,290282.0,0.0,,17.0,9,9,,47.06896,-95.14048,"337,481","5,215,051",,,N,0.0,,,,"14,203,532",1.0,83.0,15.0,"12,013"
"8,783",Unnamed,,290521.0,0.0,,10.0,6,6,,47.07128,-95.04611,"344,652","5,215,116",,,N,0.0,,,,"14,203,536",0.0,83.0,15.0,"12,011"
"8,784",Roothouse,,310076.0,0.0,,34.0,35,35,,47.08735,-93.26367,"479,987","5,214,905",,,N,0.0,,,,"5,302,309",1.0,83.0,15.0,"9,032"
"8,785",Unnamed,,110541.0,0.0,,13.0,9,9,,47.08389,-93.94426,"428,325","5,214,919",,,N,0.0,,,,"14,202,626",1.0,83.0,15.0,"8,045"
"8,786",Stanley,,110895.0,0.0,,11.0,7,7,,47.07677,-94.60972,"377,797","5,214,953",,,N,0.0,,,,"14,203,133",1.0,83.0,15.0,"8,061"
"8,787",Rabbit,,110135.0,0.0,,48.0,31,31,,47.08082,-94.14621,"412,991","5,214,783",,,N,0.0,,,,"14,202,731",1.0,83.0,15.0,"8,041"
"8,788",Stroud,Nevens,690402.0,0.0,,46.0,30,30,,47.08436,-92.24919,"556,991","5,214,812",,,N,0.0,,,,"5,301,509",1.0,83.0,15.0,"4,031"
"8,789",Unnamed,,110894.0,0.0,,10.0,8,8,,47.07694,-94.57322,"380,568","5,214,915",,,N,0.0,,,,"14,203,135",1.0,83.0,15.0,"8,022"
"8,790",Unnamed,,311085.0,0.0,,11.0,5,5,,47.08485,-93.74764,"443,250","5,214,865",,,N,0.0,,,,"5,302,715",0.0,83.0,15.0,"9,060"
"8,791",Twin,,690126.0,0.0,,27.0,21,21,,47.08079,-91.95068,"579,521","5,214,606",,,N,0.0,,,,"5,301,314",1.0,83.0,15.0,"4,040"
"8,792",Unnamed,,290053.0,0.0,,16.0,12,12,,47.07439,-94.67631,"372,736","5,214,794",,,N,0.0,,,,"14,203,236",1.0,83.0,15.0,"12,006"
"8,793",Unnamed,,110808.0,0.0,,16.0,8,8,,47.07945,-94.19306,"409,432","5,214,683",,,N,0.0,,,,"14,202,835",0.0,83.0,15.0,"8,041"
"8,794",Macs,,30072.0,0.0,,57.0,40,40,,47.06057,-95.35639,"321,060","5,214,589",,,N,0.0,,,,"14,103,703",2.0,83.0,15.0,"12,059"
"8,795",Unnamed,,30558.0,0.0,,35.0,24,24,,47.04624,-95.94361,"276,410","5,214,508",,,N,0.0,,,,"14,104,212",1.0,83.0,15.0,"58,023"
"8,796",Upper Egg,,30206.0,0.0,,493.0,454,454,,47.04844,-95.60663,"302,013","5,213,844",,,N,0.0,,,,"14,103,910",4.0,83.0,15.0,"56,099"
"8,797",Unnamed,,30759.0,0.0,,12.0,13,13,,47.05151,-95.76148,"290,265","5,214,589",,,N,0.0,,,,"14,104,004",1.0,83.0,15.0,"60,134"
"8,798",Unnamed,,30760.0,0.0,,10.0,10,10,,47.05065,-95.76868,"289,715","5,214,513",,,N,0.0,,,,"14,104,005",1.0,83.0,15.0,"60,134"
"8,799",Cook,,310354.0,0.0,,20.0,22,22,,47.08218,-93.53662,"459,266","5,214,436",,,N,0.0,,,,"5,302,517",1.0,83.0,15.0,"9,053"
"8,800",Unnamed,,30993.0,0.0,,21.0,10,10,,47.06126,-95.2819,"326,719","5,214,498",,,N,0.0,,,,"14,103,606",0.0,83.0,15.0,"12,057"
"8,801",Unnamed,,290555.0,0.0,,10.0,8,8,,47.06334,-95.16911,"335,290","5,214,485",,,N,0.0,,,,"14,103,506",0.0,83.0,15.0,"12,034"
"8,802",Lower Mud,Rice,290267.0,0.0,,30.0,19,19,,47.06223,-95.09379,"341,006","5,214,207",,,N,0.0,,,,"14,103,503",1.0,83.0,15.0,"12,011"
"8,803",Nomad,,110405.0,0.0,,20.0,15,15,,47.07194,-94.46201,"389,000","5,214,196",,,N,0.0,,,,"14,203,034",1.0,83.0,15.0,"8,062"
"8,804",Unnamed,,311130.0,0.0,,11.0,5,5,,47.08213,-93.38606,"470,695","5,214,363",,,N,0.0,,,,"5,302,416",1.0,83.0,15.0,"9,038"
"8,805",Aultman,,110196.0,0.0,,26.0,24,24,,47.07391,-94.22607,"406,916","5,214,107",,,N,0.0,,,,"14,202,833",1.0,83.0,15.0,"8,069"
"8,806",Stony,,290175.0,0.0,,68.0,49,49,,47.06012,-95.03914,"345,149","5,213,863",,,N,0.0,,,,"14,103,406",2.0,83.0,15.0,"12,011"
"8,807",Unnamed,,140171.0,0.0,,13.0,5,5,,47.03337,-96.27547,"251,145","5,214,080",,,N,0.0,,,,"14,104,416",0.0,83.0,15.0,"60,129"
"8,808",Big Tamarack,,30761.0,0.0,,25.0,30,30,,47.04528,-95.76642,"289,865","5,213,911",,,N,0.0,,,,"14,104,008",2.0,83.0,15.0,"60,134"
"8,809",Unnamed,,290469.0,0.0,,10.0,6,6,,47.06286,-94.93984,"352,698","5,213,976",,,N,0.0,,,,"14,103,402",0.0,83.0,15.0,"12,008"
"8,810",Unnamed,,30856.0,0.0,,46.0,7,7,,47.04404,-95.81909,"285,859","5,213,916",,,N,0.0,,,,"14,104,112",0.0,83.0,15.0,"58,022"
"8,811",Unnamed,,110807.0,0.0,,18.0,14,14,,47.07161,-94.17763,"410,590","5,213,795",,,N,0.0,,,,"14,202,836",1.0,83.0,15.0,"8,041"
"8,812",Haugen,Hougen,110191.0,0.0,,25.0,16,16,,47.07084,-94.24331,"405,602","5,213,786",,,N,0.0,,,,"14,202,833",1.0,83.0,15.0,"8,069"
"8,813",Unnamed,Stumbo,140082.0,0.0,,42.0,40,40,,47.02911,-96.2836,"250,508","5,213,632",,,N,0.0,,,,"14,104,417",1.0,83.0,15.0,"60,129"
"8,814",Unnamed,,30844.0,0.0,,14.0,35,35,,47.0391,-95.96336,"274,880","5,213,771",,,N,0.0,,,,"14,104,211",1.0,83.0,15.0,"58,023"
"8,815",Unnamed,,30855.0,0.0,,10.0,5,5,,47.04138,-95.86437,"282,410","5,213,744",,,N,0.0,,,,"14,104,110",0.0,83.0,15.0,"58,022"
"8,816",Unnamed,,31061.0,0.0,,17.0,5,5,,47.04935,-95.52734,"308,039","5,213,748",,,N,0.0,,,,"14,103,808",0.0,83.0,15.0,"56,098"
"8,817",Turtle,,110401.0,0.0,,120.0,75,75,68,47.06343,-94.496,"386,401","5,213,299",36.0,,N,,23.0,,,"14,103,005",2.0,83.0,15.0,"8,062"
"8,818",Unnamed,,30211.0,0.0,,32.0,26,26,,47.04631,-95.57295,"304,564","5,213,523",,,N,0.0,,,,"14,103,911",1.0,83.0,15.0,"56,099"
"8,819",Unnamed,,290173.0,0.0,,11.0,6,6,,47.05786,-95.02342,"346,337","5,213,581",,,N,0.0,,,,"14,103,405",1.0,83.0,15.0,"12,011"
"8,820",Unnamed,,290174.0,0.0,,16.0,11,11,,47.05629,-95.02958,"345,865","5,213,419",,,N,0.0,,,,"14,103,406",1.0,83.0,15.0,"12,011"
"8,821",Unnamed,,110946.0,0.0,,10.0,6,6,,47.06754,-94.27719,"403,024","5,213,462",,,N,0.0,,,,"14,102,806",0.0,83.0,15.0,"8,068"
"8,822",Unnamed,,110025.0,0.0,,10.0,4,4,,47.07165,-93.87257,"433,751","5,213,496",,,N,0.0,,,,"14,202,532",0.0,83.0,15.0,"9,130"
"8,823",Unnamed,,30853.0,0.0,,22.0,5,5,,47.03767,-95.88514,"280,816","5,213,390",,,N,0.0,,,,"14,104,109",0.0,83.0,15.0,"58,023"
"8,824",Little Mud,,110042.0,0.0,,71.0,56,56,,47.06872,-93.89831,"431,793","5,213,192",,,N,0.0,,,,"14,202,531",1.0,83.0,15.0,"9,130"
"8,825",Fairbank's,,30429.0,0.0,,121.0,97,97,,47.03529,-95.83393,"284,697","5,212,984",,,N,0.0,,,,"14,104,114",2.0,83.0,15.0,"58,022"
"8,826",Unnamed,,30857.0,0.0,,43.0,26,26,,47.03845,-95.81137,"286,423","5,213,274",,,N,0.0,,,,"14,104,112",1.0,83.0,15.0,"58,022"
"8,827",Unnamed,,30306.0,0.0,,15.0,9,9,,47.03886,-95.79084,"287,984","5,213,263",,,N,0.0,,,,"14,104,007",0.0,83.0,15.0,"58,021"
"8,828",Unnamed,,691267.0,0.0,,15.0,42,42,,47.06932,-93.03306,"497,490","5,212,868",,,N,0.0,,,,"5,302,120",1.0,83.0,15.0,"3,049"
"8,829",Unnamed,,31192.0,0.0,,14.0,6,6,,47.04236,-95.64664,"298,952","5,213,270",,,N,0.0,,,,"14,103,908",0.0,83.0,15.0,"56,099"
"8,830",Shingle Mill,,310729.0,0.0,,53.0,57,57,,47.06796,-93.76053,"442,254","5,212,997",,,N,0.0,,,,"5,302,722",1.0,83.0,15.0,"9,060"
"8,831",O-Me-Mee,,30428.0,0.0,,164.0,121,121,,47.03198,-95.86305,"282,471","5,212,697",,,N,0.0,10.0,,,"14,104,115",3.0,83.0,15.0,"58,022"
"8,832",Unnamed,,30073.0,0.0,,32.0,28,28,,47.04658,-95.31891,"323,860","5,212,950",,,N,0.0,,,,"14,103,711",1.0,83.0,15.0,"12,057"
"8,833",Unnamed,,110539.0,0.0,,18.0,15,15,,47.06465,-94.1747,"410,801","5,213,018",,,N,0.0,,,,"14,102,801",1.0,83.0,15.0,"8,041"
"8,834",Unnamed,,290252.0,0.0,,10.0,9,9,,47.05249,-95.04715,"344,519","5,213,031",,,N,0.0,,,,"14,103,501",1.0,83.0,15.0,"12,011"
"8,835",Unnamed,,30477.0,0.0,,16.0,10,10,,47.03303,-95.93395,"277,089","5,213,012",,,N,0.0,,,,"14,104,213",0.0,83.0,15.0,"58,023"
"8,836",Unnamed,,110883.0,0.0,,15.0,10,10,,47.06137,-94.42079,"392,108","5,212,963",,,N,0.0,,,,"14,103,001",1.0,83.0,15.0,"8,022"
"8,837",Unnamed,,110918.0,0.0,,18.0,4,4,,47.06542,-94.07996,"417,996","5,213,000",,,N,0.0,,,,"14,102,703",0.0,83.0,15.0,"8,045"
"8,838",Unnamed,,290176.0,0.0,,17.0,18,18,,47.051,-95.03789,"345,218","5,212,846",,,N,0.0,,,,"14,103,406",1.0,83.0,15.0,"12,011"
"8,839",Unnamed,,30992.0,0.0,,18.0,4,4,,47.04718,-95.29045,"326,024","5,212,953",,,N,0.0,,,,"14,103,607",0.0,83.0,15.0,"12,057"
"8,840",Unnamed,,290422.0,0.0,,10.0,7,7,,47.05429,-94.86333,"358,484","5,212,882",,,N,0.0,,,,"14,103,304",1.0,83.0,15.0,"12,007"
"8,841",Moon,,110078.0,0.0,,58.0,46,46,,47.0632,-94.01299,"423,078","5,212,685",,,N,0.0,,,,"14,102,606",1.0,83.0,15.0,"8,045"
"8,842",Bunness,,290255.0,0.0,,25.0,14,14,,47.04899,-95.1535,"336,452","5,212,926",,,N,0.0,,,,"14,103,507",1.0,83.0,15.0,"12,013"
"8,843",Lower Egg,,30210.0,0.0,,171.0,151,151,,47.03292,-95.6015,"302,346","5,212,107",,,N,0.0,,,,"14,103,915",2.0,83.0,15.0,"56,099"
"8,844",Unnamed,Waboose #1,290099.0,0.0,,26.0,28,28,,47.05329,-94.83878,"360,346","5,212,726",,,N,0.0,,,,"14,103,303",2.0,83.0,15.0,"12,007"
"8,845",Carman,,30209.0,0.0,,217.0,113,113,,47.0361,-95.62678,"300,155","5,212,536",,,N,0.0,,,,"14,103,909",3.0,83.0,15.0,"56,099"
"8,846",Unnamed,,30309.0,0.0,,30.0,21,21,,47.03338,-95.79927,"287,323","5,212,677",,,N,0.0,,,,"14,104,018",1.0,83.0,15.0,"58,017"
"8,847",Unnamed,,311121.0,0.0,,10.0,6,6,,47.0666,-93.52399,"460,213","5,212,698",,,N,0.0,,,,"5,302,521",0.0,83.0,15.0,"9,053"
"8,848",Unnamed,,30786.0,0.0,,75.0,13,13,,47.04478,-95.30596,"324,838","5,212,721",,,N,0.0,,,,"14,103,712",1.0,83.0,15.0,"12,057"
"8,849",Unnamed,,290421.0,0.0,,12.0,12,12,,47.05153,-94.8481,"359,634","5,212,548",,,N,0.0,,,,"14,103,303",1.0,83.0,15.0,"12,007"
"8,850",Marshall,,110176.0,0.0,,16.0,18,18,,47.05844,-94.28522,"402,398","5,212,460",,,N,0.0,,,,"14,102,806",1.0,83.0,15.0,"8,022"
"8,851",Slew,,691405.0,0.0,,22.0,6,6,,47.0628,-92.11392,"567,286","5,212,524",,,N,0.0,,,,"5,301,421",1.0,83.0,15.0,"4,035"
"8,853",Gooseberry,,110175.0,0.0,,24.0,21,21,,47.05688,-94.27586,"403,106","5,212,275",,,N,0.0,,,,"14,102,806",1.0,83.0,15.0,"8,068"
"8,854",Unnamed,,290420.0,0.0,,12.0,6,6,,47.05157,-94.74956,"367,118","5,212,380",,,N,0.0,,,,"14,103,205",0.0,83.0,15.0,"12,006"
"8,855",Unnamed,,290179.0,0.0,,16.0,15,15,,47.04763,-94.94205,"352,488","5,212,288",,,N,0.0,,,,"14,103,411",1.0,83.0,15.0,"12,009"
"8,856",Unnamed,,30074.0,0.0,,29.0,25,25,,47.03943,-95.31653,"324,017","5,212,150",,,N,0.0,,,,"14,103,712",1.0,83.0,15.0,"12,057"
"8,857",Unnamed,Skaeim,30559.0,0.0,,46.0,39,39,,47.02237,-95.94622,"276,112","5,211,863",,,N,0.0,,,,"14,104,213",1.0,83.0,15.0,"58,023"
"8,858",Unnamed,,30431.0,0.0,,48.0,35,35,,47.02657,-95.88028,"281,140","5,212,143",,,N,0.0,,,,"14,104,116",1.0,83.0,15.0,"58,022"
"8,859",Unnamed,,30769.0,0.0,,13.0,10,10,,47.0253,-95.96172,"274,947","5,212,234",,,N,0.0,,,,"14,104,214",1.0,83.0,15.0,"58,023"
"8,860",Unnamed,,311125.0,0.0,,10.0,5,5,,47.06322,-93.23579,"482,095","5,212,216",,,N,0.0,,,,"5,302,322",0.0,83.0,15.0,"9,032"
"8,861",Bush,,30212.0,0.0,,110.0,51,51,,47.03244,-95.56763,"304,917","5,211,969",,,N,0.0,,,,"14,103,913",1.0,83.0,15.0,"56,099"
"8,862",Thirty-Four,,110470.0,0.0,,22.0,17,17,,47.05117,-94.61561,"377,291","5,212,117",,,N,0.0,,,,"14,103,109",1.0,83.0,15.0,"8,018"
"8,863",Unnamed,,110122.0,0.0,,24.0,17,17,,47.05614,-94.11346,"415,437","5,212,005",,,N,0.0,,,,"14,102,704",1.0,83.0,15.0,"8,046"
"8,864",Unnamed,,290103.0,0.0,,16.0,12,12,,47.04701,-94.86109,"358,635","5,212,069",,,N,0.0,,,,"14,103,309",1.0,83.0,15.0,"12,007"
"8,865",Unnamed,,110794.0,0.0,,20.0,15,15,,47.05431,-94.22955,"406,618","5,211,933",,,N,0.0,,,,"14,102,804",1.0,83.0,15.0,"8,069"
"8,866",Unnamed,,30308.0,0.0,,14.0,10,10,,47.02849,-95.77057,"289,484","5,212,056",,,N,0.0,,,,"14,104,017",1.0,83.0,15.0,"58,021"
"8,867",Unnamed,Big Olson,290100.0,0.0,,24.0,25,25,,47.04365,-94.89656,"355,879","5,211,548",,,N,0.0,,,,"14,103,307",2.0,83.0,15.0,"12,008"
"8,868",Conklin,,110529.0,0.0,,30.0,21,21,,47.05055,-94.52029,"384,529","5,211,903",,,N,0.0,,,,"14,103,007",1.0,83.0,15.0,"8,022"
"8,870",Unnamed,Goose,290105.0,0.0,,44.0,38,38,,47.04413,-94.83231,"360,814","5,211,697",,,N,0.0,,,,"14,103,311",2.0,83.0,15.0,"12,007"
"8,871",Unnamed,,290258.0,0.0,,62.0,50,50,,47.03904,-95.04879,"344,355","5,211,539",,,N,0.0,,,,"14,103,512",1.0,83.0,15.0,"12,010"
"8,872",Unnamed,,110787.0,0.0,,11.0,5,5,,47.05432,-94.15776,"412,070","5,211,851",,,N,0.0,,,,"14,102,706",0.0,83.0,15.0,"8,041"
"8,873",Mud,,30016.0,0.0,,108.0,87,87,,47.03573,-95.24394,"329,520","5,211,579",,,N,0.0,,,,"14,103,616",2.0,83.0,15.0,"12,057"
"8,874",Spindler,,30214.0,0.0,,185.0,83,83,,47.02781,-95.61309,"301,447","5,211,569",,,N,0.0,,,,"14,103,915",1.0,83.0,15.0,"56,099"
"8,875",Unnamed,,30130.0,0.0,,167.0,431,431,,47.02478,-95.49975,"310,047","5,210,950",,,N,0.0,,,,"14,103,816",12.0,83.0,15.0,"56,098"
"8,876",Unnamed,,290104.0,0.0,,43.0,37,37,,47.04263,-94.8628,"358,494","5,211,585",,,N,0.0,,,,"14,103,309",2.0,83.0,15.0,"12,007"
"8,877",Bess,Bass,110503.0,0.0,,32.0,29,29,,47.04594,-94.66264,"373,789","5,211,685",,,N,0.0,,,,"14,103,107",1.0,83.0,15.0,"12,006"
"8,878",Unnamed,,110533.0,0.0,,20.0,12,12,,47.05004,-94.41053,"392,864","5,211,690",,,N,0.0,,,,"14,103,012",1.0,83.0,15.0,"8,022"
"8,879",Unnamed,,31093.0,0.0,,72.0,84,84,,47.02499,-95.65592,"298,181","5,211,365",,,N,0.0,,,,"14,103,918",2.0,83.0,15.0,"56,099"
"8,880",Unnamed,,311083.0,0.0,,24.0,18,18,,47.05595,-93.62333,"452,660","5,211,570",,,N,0.0,,,,"5,302,627",1.0,83.0,15.0,"9,056"
"8,881",Unnamed,,290574.0,0.0,,10.0,9,9,,47.04547,-94.71481,"369,743","5,211,644",,,N,0.0,,,,"14,103,210",1.0,83.0,15.0,"12,006"
"8,882",Little Bass,,290033.0,0.0,,63.0,60,60,,47.04298,-94.67957,"372,413","5,211,310",,,N,37.0,50.0,,,"14,103,212",2.0,83.0,15.0,"12,006"
"8,883",Unnamed,,311080.0,0.0,,11.0,11,11,,47.02796,-93.27164,"479,375","5,208,220",,,N,0.0,,,,"5,302,333",1.0,83.0,15.0,"9,039"
"8,884",Unnamed,Idaho,290364.0,0.0,,14.0,13,13,,47.04395,-94.74237,"367,727","5,211,574",,,N,0.0,,,,"14,103,209",1.0,83.0,15.0,"12,006"
"8,885",Winter,Lost,30216.0,0.0,,117.0,117,117,,47.02426,-95.64604,"298,929","5,211,258",,,N,0.0,,,,"14,103,917",2.0,83.0,15.0,"56,099"
"8,887",Unnamed,,110535.0,0.0,,12.0,11,11,,47.05131,-94.1138,"415,404","5,211,468",,,N,0.0,,,,"14,102,704",0.0,83.0,15.0,"8,046"
"8,888",County,,110537.0,0.0,,18.0,14,14,,47.05011,-94.16408,"411,583","5,211,390",,,N,0.0,,,,"14,102,812",1.0,83.0,15.0,"8,041"
"8,889",Unnamed,,110530.0,0.0,,11.0,8,8,,47.04661,-94.51503,"384,920","5,211,457",,,N,0.0,,,,"14,103,007",0.0,83.0,15.0,"8,062"
"8,890",Unnamed,,140083.0,0.0,,37.0,23,23,,47.00842,-96.28745,"250,119","5,211,346",,,N,0.0,,,,"14,104,420",1.0,83.0,15.0,"60,129"
"8,891",Unnamed,,30307.0,0.0,,19.0,10,10,,47.02441,-95.68197,"296,200","5,211,368",,,N,0.0,,,,"14,104,013",1.0,83.0,15.0,"58,020"
"8,892",Unnamed,,110882.0,0.0,,12.0,9,9,,47.04636,-94.42712,"391,597","5,211,305",,,N,0.0,,,,"14,103,012",1.0,83.0,15.0,"8,022"
"8,893",Unnamed,,31060.0,0.0,,13.0,7,7,,47.02595,-95.57249,"304,525","5,211,260",,,N,0.0,,,,"14,103,914",0.0,83.0,15.0,"56,099"
"8,894",Unnamed,,290554.0,0.0,,44.0,74,74,,47.03197,-95.14085,"336,983","5,210,849",,,N,0.0,,,,"14,103,517",6.0,83.0,15.0,"12,026"
"8,895",Unnamed,,290027.0,0.0,,11.0,10,10,,47.04067,-94.75908,"366,368","5,211,185",,,N,0.0,,,,"14,103,208",1.0,83.0,15.0,"12,006"
"8,896",Unnamed,,290259.0,0.0,,16.0,10,10,,47.03543,-95.05593,"343,802","5,211,152",,,N,0.0,,,,"14,103,513",1.0,83.0,15.0,"12,010"
"8,897",Unnamed,,110798.0,0.0,,10.0,7,7,,47.04663,-94.25442,"404,716","5,211,109",,,N,0.0,,,,"14,102,808",1.0,83.0,15.0,"8,069"
"8,898",Unnamed,,30561.0,0.0,,47.0,9,9,,47.01563,-95.95541,"275,386","5,211,140",,,N,0.0,,,,"14,104,223",0.0,83.0,15.0,"58,023"
"8,899",Unnamed,,290467.0,0.0,,10.0,7,7,,47.03706,-94.94695,"352,086","5,211,122",,,N,0.0,,,,"14,103,411",0.0,83.0,15.0,"12,009"
"8,900",Lauer,,110287.0,0.0,,22.0,21,21,,47.04436,-94.3453,"397,808","5,210,972",,,N,0.0,,,,"14,102,910",1.0,83.0,15.0,"8,067"
"8,901",Unnamed,,140293.0,0.0,,10.0,4,4,,47.00528,-96.32387,"247,336","5,211,114",,,N,0.0,,,,"14,104,525",0.0,83.0,15.0,"58,039"
"8,902",Crown,,110179.0,0.0,,33.0,9,9,,47.04704,-94.18183,"410,230","5,211,070",,,N,0.0,,,,"14,102,812",1.0,83.0,15.0,"8,041"
"8,903",Unnamed,,290263.0,0.0,,20.0,13,13,,47.0318,-95.12455,"338,578","5,210,888",,,N,0.0,,,,"14,103,516",1.0,83.0,15.0,"12,026"
"8,904",Unnamed,,30435.0,0.0,,22.0,25,25,,47.01635,-95.82662,"285,176","5,210,859",,,N,0.0,,,,"14,104,124",1.0,83.0,15.0,"58,017"
"8,905",Unnamed,,290028.0,0.0,,17.0,22,22,,47.03678,-94.7566,"366,547","5,210,749",,,N,0.0,,,,"14,103,208",1.0,83.0,15.0,"12,006"
"8,906",Unnamed,,290102.0,0.0,,37.0,34,34,,47.03507,-94.89388,"356,113","5,210,802",,,N,0.0,,,,"14,103,317",1.0,83.0,15.0,"12,007"
"8,907",Rush,,30215.0,0.0,,51.0,27,27,,47.02092,-95.61299,"301,428","5,210,803",,,N,0.0,,,,"14,103,915",1.0,83.0,15.0,"56,099"
"8,908",Unnamed,,110913.0,0.0,,10.0,7,7,,47.0444,-94.23477,"406,204","5,210,838",,,N,0.0,,,,"14,102,809",1.0,83.0,15.0,"8,069"
"8,909",Unnamed,,140084.0,0.0,,54.0,31,31,,47.00515,-96.22137,"255,126","5,210,774",,,N,0.0,,,,"14,104,426",1.0,83.0,15.0,"60,132"
"8,910",Straight,,690133.0,0.0,,28.0,25,25,,47.046,-91.96219,"578,832","5,210,799",,,N,0.0,,,,"5,301,326",1.0,83.0,15.0,"4,040"
"8,911",Bullhead,,30312.0,0.0,,39.0,37,37,,47.01536,-95.76687,"289,713","5,210,586",,,N,0.0,,,,"14,104,020",1.0,83.0,15.0,"58,021"
"8,912",Unnamed,,30560.0,0.0,,14.0,14,14,,47.01258,-95.95949,"275,063","5,210,813",,,N,0.0,,,,"14,104,223",1.0,83.0,15.0,"58,023"
"8,913",Unnamed,,290181.0,0.0,,42.0,16,16,,47.03266,-94.99757,"348,228","5,210,730",,,N,0.0,,,,"14,103,416",1.0,83.0,15.0,"12,010"
"8,914",Unnamed,,290111.0,0.0,,14.0,11,11,,47.03381,-94.91302,"354,655","5,210,698",,,N,0.0,,,,"14,103,318",1.0,83.0,15.0,"12,007"
"8,915",Recreation,Pauls,110471.0,0.0,,14.0,12,12,,47.03826,-94.6348,"375,803","5,210,712",,,N,0.0,,,,"14,103,117",1.0,83.0,15.0,"8,018"
"8,916",Marshall,,110799.0,0.0,,33.0,23,23,,47.04154,-94.28485,"402,549","5,210,668",,,N,0.0,,,,"14,102,807",2.0,83.0,15.0,"8,067"
"8,917",Unnamed,,290416.0,0.0,,11.0,9,9,,47.0349,-94.81894,"361,806","5,210,648",,,N,0.0,,,,"14,103,314",1.0,83.0,15.0,"12,007"
"8,918",Unnamed,,290107.0,0.0,,20.0,19,19,,47.03566,-94.79897,"363,325","5,210,697",,,N,0.0,,,,"14,103,313",1.0,83.0,15.0,"12,007"
"8,919",Unnamed,,290261.0,0.0,,24.0,20,20,,47.03056,-95.06894,"342,799","5,210,638",,,N,0.0,,,,"14,103,514",1.0,83.0,15.0,"12,013"
"8,920",Mary Yellowhead,,30243.0,0.0,,68.0,39,39,,47.01725,-95.68276,"296,112","5,210,574",,,N,0.0,,,,"14,104,024",1.0,83.0,15.0,"58,020"
"8,921",Unnamed,Cannonball,690242.0,0.0,,25.0,25,25,,47.04475,-92.06288,"571,186","5,210,564",,,N,0.0,,,,"5,301,425",1.0,83.0,15.0,"4,040"
"8,922",Unnamed,,30434.0,0.0,,21.0,9,9,,47.01418,-95.8382,"284,287","5,210,650",,,N,0.0,,,,"14,104,123",0.0,83.0,15.0,"58,017"
"8,923",Unnamed,,30076.0,0.0,,107.0,26,26,,47.02325,-95.40418,"317,304","5,210,553",,,N,0.0,,,,"14,103,718",1.0,83.0,15.0,"12,058"
"8,924",Unnamed,,290031.0,0.0,,16.0,12,12,,47.03444,-94.71122,"369,988","5,210,413",,,N,0.0,,,,"14,103,215",1.0,83.0,15.0,"12,006"
"8,925",Trotochaud,Trotterchaud,30562.0,0.0,,96.0,91,91,,47.00729,-95.95668,"275,254","5,210,217",,,N,0.0,,,,"14,104,223",2.0,83.0,15.0,"58,023"
"8,926",Unnamed,,290026.0,0.0,,26.0,22,22,,47.03386,-94.76646,"365,790","5,210,441",,,N,0.0,,,,"14,103,217",1.0,83.0,15.0,"12,006"
"8,927",Little Rice,,290183.0,0.0,,52.0,29,29,,47.02895,-95.02229,"346,340","5,210,365",,,N,0.0,,,,"14,103,417",1.0,83.0,15.0,"12,010"
"8,928",Unnamed,,110788.0,0.0,,10.0,8,8,,47.0415,-94.1492,"412,699","5,210,416",,,N,0.0,,,,"14,102,707",1.0,83.0,15.0,"8,070"
"8,929",Balke,,30652.0,0.0,,121.0,102,102,,47.00318,-96.08029,"265,841","5,210,123",,,N,0.0,,,,"14,104,325",2.0,83.0,15.0,"60,073"
"8,930",Unnamed,,290415.0,0.0,,10.0,5,5,,47.03176,-94.78286,"364,539","5,210,236",,,N,0.0,,,,"14,103,218",0.0,83.0,15.0,"12,007"
"8,931",Lundeen,,110180.0,0.0,,178.0,74,74,,47.03857,-94.19055,"409,553","5,210,138",,,N,0.0,,,,"14,102,811",2.0,83.0,15.0,"8,070"
"8,932",Sixteen,,290182.0,0.0,,42.0,39,39,,47.02748,-94.9958,"348,348","5,210,150",,,N,0.0,,,,"14,103,416",1.0,83.0,15.0,"12,010"
